timestamp,ca1,ca2
1584990410.6624794,-40.04139131276067,9.974346789946814
1584990410.664426,-39.386444960398144,9.77287558687836
1584990410.664426,-38.90763499520412,9.725007754089361
1584990410.6772592,-37.913427724908,8.750991398732046
1584990410.6772592,-37.83698933792182,8.801550067752967
1584990410.679019,-37.52297644004525,8.749724704098556
1584990410.679019,-37.18222282386409,8.643124763320603
1584990410.7001143,-36.94444473301168,8.835582651656903
1584990410.7001143,-36.83002490961944,8.752218187863246
1584990410.7018661,-36.45922698021449,8.73962933020088
1584990410.7018661,-36.412197150407096,8.70059589026745
1584990410.7132697,-36.27641485481825,8.603089660028198
1584990410.7132697,-36.24141333852687,8.586020905464824
1584990410.7221541,-35.8452589796034,8.229955954710714
1584990410.7221541,-35.69758017199589,8.102709302794496
1584990410.7371004,-35.40445372870555,7.796905719227029
1584990410.7371004,-35.361141562513,7.839194851018961
1584990410.7385345,-35.273486074758125,7.78113052318451
1584990410.7385345,-35.15512075163694,7.700394178925377
1584990410.7596385,-34.241793503852364,6.723802983348069
1584990410.7596385,-34.128421912534264,6.694040444590719
1584990410.7613704,-33.96965885514139,6.5531647241972415
1584990410.7613704,-33.72406588076018,6.41700219894067
1584990410.7733016,-33.24351944151412,6.041663832574007
1584990410.7733016,-31.97193859348249,4.803288486941195
1584990410.7821465,-31.608340263766728,4.615730931532328
1584990410.7821465,-31.5520724501121,4.66303112304408
1584990410.7971368,-31.47976305906769,4.6301969218401275
1584990410.7971368,-31.417607806925993,4.595228281426969
1584990410.798902,-31.38264510304284,4.604807020279158
1584990410.798902,-31.313958673260387,4.564710931694306
1584990410.8196304,-31.23816078316289,4.609377853546505
1584990410.8196304,-31.00555752069632,4.501609917506501
1584990410.821351,-30.950819091904755,4.476650510230999
1584990410.821351,-30.8853842956012,4.522150032030915
1584990410.8332767,-30.76231901425152,4.424933248387779
1584990410.8332767,-30.726445147748333,4.42083047532018
1584990410.8421335,-30.607707999105152,4.376217410213459
1584990410.8421335,-30.56874937653685,4.416053129769697
1584990410.8573048,-30.533483920849864,4.440713722626807
1584990410.8573048,-30.417494392069067,4.402811764011708
1584990410.8589997,-30.321596265229164,4.4318607650763076
1584990410.8589997,-30.279388586488558,4.441917633802976
1584990410.8796456,-30.049845824021002,4.3303516050083255
1584990410.8796456,-29.672416509420206,3.985729586218046
1584990410.8814864,-29.568558343348254,3.9271339686885156
1584990410.8814864,-29.448027382055372,3.917876444897999
1584990410.893306,-29.365683088433553,3.912176087789994
1584990410.893306,-29.296986664806035,3.856211803134458
1584990410.9022427,-29.0216856434933,3.537784127198278
1584990410.9022427,-29.032050167596935,3.5258097735344545
1584990410.91713,-28.88755116071249,3.4404529726573405
1584990410.91713,-28.9335381910195,3.5306306093939943
1584990410.9191785,-28.88222123922345,3.5818665338941695
1584990410.9191785,-28.92223361924004,3.552972926818908
1584990410.9401205,-28.9690039860319,3.587101968164605
1584990410.9401205,-28.96003319044247,3.4824335200220777
1584990410.9415166,-28.382236633500376,3.0529721037187585
1584990410.9415166,-28.502541725558967,3.027443045694647
1584990410.9625764,-28.435076361309157,3.048727707428274
1584990410.9625764,-28.440274142790457,3.09152236623929
1584990410.964157,-28.35794225065799,3.0437798753479597
1584990410.964157,-28.369218045609635,3.0647407470860304
1584990410.9773247,-27.943029844571527,2.6219921220256164
1584990410.9773247,-28.024450606351408,2.741531617557063
1584990410.97915,-27.89800291241947,2.6034348865585533
1584990410.97915,-27.886659074680423,2.5994133918491404
1584990410.999636,-27.844376049421562,2.6348531807195275
1584990410.999636,-27.994348410613235,2.8374484432096665
1584990411.0015876,-28.01591065503409,2.8422161773709633
1584990411.0015876,-27.818971273852206,2.6645720274275155
1584990411.022445,-26.461386887720586,1.9301243959281158
1584990411.022445,-25.725819671673015,1.6855959447220066
1584990411.024354,-26.24095948645936,2.2212602491876092
1584990411.024354,-26.336413048415793,2.303718085060615
1584990411.037157,-26.345136075631416,2.278094647876495
1584990411.037157,-26.37533839382774,2.3116774628558194
1584990411.0384839,-26.373924193437766,2.3501395107291803
1584990411.0384839,-26.35995425608172,2.3168991771081107
1584990411.0596175,-26.343478021991693,2.3772274000737754
1584990411.0596175,-26.354533073119732,2.3544202688448594
1584990411.0613973,-26.481939922463503,2.4442147368413605
1584990411.0613973,-26.468265210976707,2.5117320085188135
1584990411.0827763,-26.501458805605445,2.4845446186834943
1584990411.0827763,-26.597349474933388,2.5805939188957865
1584990411.0845468,-26.536291912001925,2.5482395465522494
1584990411.0845468,-26.586227631398156,2.603506178882329
1584990411.0975332,-25.101257835189962,1.0820810853993268
1584990411.0975332,-25.058824977485862,1.014355696733718
1584990411.1032202,-25.04375608927836,0.9601400914941092
1584990411.1032202,-24.999443442069804,0.8680779300781656
1584990411.119593,-25.00347574117395,0.875402458416481
1584990411.119593,-25.10113520566354,0.9316547150680212
1584990411.1213527,-25.308374760212928,1.1256666616880753
1584990411.1213527,-25.325310804141388,1.1466787685477224
1584990411.1427422,-25.234924722583514,0.9992560157026649
1584990411.1427422,-25.248779870238543,1.0040476020735065
1584990411.1454284,-24.712219526649804,0.6450536939126792
1584990411.1454284,-24.888754013843588,0.8477000928796761
1584990411.1562767,-24.820564153021706,0.8727659610709986
1584990411.1562767,-24.72633896327323,0.6930836433711143
1584990411.16455,-23.821801006829112,-0.009955704535880905
1584990411.16455,-21.23144269100946,-2.2310664713580004
1584990411.1803694,-20.910264627030458,-2.347524261169685
1584990411.1803694,-20.823048746931484,-2.44434106032336
1584990411.1837027,-20.839551233870836,-2.381930586066763
1584990411.1837027,-21.13173632798945,-2.199657744497779
1584990411.2027497,-21.014868582412376,-2.254221100399936
1584990411.2027497,-20.744261799924708,-2.5787901340553847
1584990411.204133,-20.757077017672476,-2.5967393259424756
1584990411.204133,-20.733284378482992,-2.6570720052820667
1584990411.2170868,-20.669559440690477,-2.7506387343907157
1584990411.2170868,-20.911215330456848,-2.495536664408837
1584990411.2202997,-20.917149225305515,-2.4910917700451987
1584990411.2202997,-20.70591587163679,-2.661577872061073
1584990411.239622,-20.603440104539306,-2.6844721943885452
1584990411.239622,-16.752218428725428,-5.5004440816926925
1584990411.241036,-16.814746069502114,-5.425987682381015
1584990411.241036,-16.731711860432597,-5.400641623546599
1584990411.2624333,-16.761139221047404,-5.207624970886693
1584990411.2624333,-17.471407469719747,-4.8963175561458385
1584990411.264485,-17.73723722275242,-5.248084326540983
1584990411.264485,-17.765983378759618,-5.189335288302972
1584990411.2759218,-17.755318963611515,-5.201397421389908
1584990411.2759218,-17.62342101436299,-5.293222647103319
1584990411.2845788,-17.02895463650453,-5.922304381004106
1584990411.2845788,-16.423841480544805,-6.414679174542334
1584990411.2995992,-16.232342229550746,-6.461085432888992
1584990411.2995992,-16.04908391497427,-6.63067009570813
1584990411.3013482,-15.838407691974703,-6.7502864229545185
1584990411.3013482,-15.640024555339497,-6.758242086765863
1584990411.3223224,-15.58968354498797,-6.719545087495135
1584990411.3223224,-15.18454154553218,-6.936373750442948
1584990411.3241978,-14.719065739530222,-7.398050731983737
1584990411.3241978,-14.645409990312235,-7.35066979397774
1584990411.3358598,-14.24321262856098,-7.592975075871768
1584990411.3358598,-14.330018608017653,-6.9966488570840495
1584990411.3446043,-13.96420259343423,-6.555497297006735
1584990411.3446043,-13.604805996139005,-6.540059420979004
1584990411.3595817,-13.325853781256455,-6.611395346595268
1584990411.3595817,-13.256129636032156,-6.575988457985569
1584990411.3609834,-13.14440591488282,-6.575377808676151
1584990411.3609834,-13.054584082925107,-6.543966887334102
1584990411.3824077,-12.873856964103576,-6.4709618530614454
1584990411.3824077,-12.904514429616347,-6.36399844976323
1584990411.3836281,-12.880141250125575,-6.360846919231808
1584990411.3836281,-13.139097074348133,-6.1512751433646375
1584990411.3958867,-12.834364933614989,-6.35068705671431
1584990411.3958867,-12.863009425053217,-6.342478512687672
1584990411.4046357,-12.655476668484237,-6.017534467288145
1584990411.4046357,-11.420315282817285,-3.7419815517574078
1584990411.4195936,-11.9566343436523,-0.8455617257158459
1584990411.4195936,-10.31007768307512,1.311598292724162
1584990411.421309,-10.211269798919764,1.5369278825106376
1584990411.421309,-9.643840390190256,1.8702044547325691
1584990411.4424162,-9.068245706149217,2.429763649189357
1584990411.4424162,-7.150339090681784,3.2088966522362696
1584990411.4441812,-6.10031602347563,3.5056693256190528
1584990411.4441812,-5.481607857433908,4.060205058046452
1584990411.455876,-1.5413068343167504,8.538382815529797
1584990411.455876,-1.3743790338211186,8.68520804159261
1584990411.464583,-0.09138873279513082,8.132609861510078
1584990411.464583,3.372969761425731,9.405000453737195
1584990411.4796152,4.122665075884551,10.349001767902605
1584990411.4796152,5.30185513355532,11.385283104258306
1584990411.4814374,6.96877076740583,19.33467478665816
1584990411.4814374,16.02161201936341,23.463498739435046
1584990411.5023744,17.6854356274276,25.062449927286515
1584990411.5023744,22.663193744311076,29.613346110425095
1584990411.504048,24.14753917097261,29.084468612999753
1584990411.504048,25.225502895890603,30.7715123967746
1584990411.5159004,27.158695183200912,33.00952540557657
