timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1584990411.2170868,-25,-1,-2,0,0,-1,-3,-4
1584990411.2170868,7,6,0,-1,-2,-1,-1,0
1584990411.2202997,1,-3,-1,-1,1,2,3,-1
1584990411.2202997,34,2,0,2,3,2,2,12
1584990411.239622,9,1,0,-1,-3,1,2,13
1584990411.239622,-94,-18,-10,-4,-7,-3,-14,-60
1584990411.241036,13,2,1,3,-1,1,2,2
1584990411.241036,12,1,3,0,1,-7,-1,6
1584990411.2624333,13,2,-3,-3,5,5,2,5
1584990411.2624333,21,-1,-2,-1,-1,-4,2,1
1584990411.264485,-48,-4,-3,-1,-1,0,-2,-3
1584990411.264485,4,0,0,0,2,2,1,10
1584990411.2759218,15,0,-4,-4,2,2,-1,3
1584990411.2759218,17,9,5,2,2,3,4,-1
1584990411.2845788,-55,-5,-3,1,-1,-3,-1,-12
1584990411.2845788,-43,-13,-6,-2,-5,-2,-5,-19
1584990411.2995992,23,-2,-1,-3,-3,-5,1,13
1584990411.2995992,30,7,5,2,0,-6,1,2
1584990411.3013482,23,-1,0,-2,-4,-1,-1,17
1584990411.3013482,-13,-5,-5,-1,-3,-7,-6,-12
1584990411.3223224,7,2,-2,5,0,-6,1,0
1584990411.3223224,40,2,-1,2,5,6,3,13
1584990411.3241978,-53,-4,0,-1,-1,-5,-3,-1
1584990411.3241978,-4,-1,0,-1,1,7,2,-12
1584990411.3358598,32,3,0,2,3,5,4,23
1584990411.3358598,-26,-2,-4,-3,-3,-10,-4,-36
1584990411.3446043,4,1,0,-1,-4,20,0,8
1584990411.3446043,11,4,2,2,4,10,-5,27
1584990411.3595817,-5,-4,-2,0,-3,-4,-6,-28
1584990411.3595817,4,2,-2,-4,1,-7,0,8
1584990411.3609834,5,1,-1,0,-4,-3,5,16
1584990411.3609834,7,-1,4,1,3,7,1,11
1584990411.3824077,-2,0,0,-6,-1,0,13,8
1584990411.3824077,1,4,1,3,3,-4,-2,10
1584990411.3836281,-2,0,2,-1,-3,-3,0,-10
1584990411.3836281,7,-4,-1,-2,0,5,1,12
1584990411.3958867,-17,-9,-3,2,2,-2,-4,-25
1584990411.3958867,0,2,2,5,1,0,-1,-2
1584990411.4046357,-1,-2,-5,0,2,18,2,-20
1584990411.4046357,-4,-3,1,0,-8,-57,-16,-3
1584990411.4195936,1,1,-2,4,6,59,-7,6
1584990411.4195936,4,2,-2,-4,-9,-83,-13,-7
1584990411.421309,-5,-5,-2,-2,8,18,5,-9
1584990411.421309,-3,-1,1,4,-10,-28,22,-12
1584990411.4424162,-4,2,1,3,8,43,-18,7
1584990411.4424162,-8,-5,-6,-8,-19,-52,27,-48
1584990411.4441812,13,5,1,5,8,28,-36,44
1584990411.4441812,-9,-7,-2,-2,8,-53,11,-8
1584990411.455876,-18,-13,-11,-16,75,-65,-31,-13
1584990411.455876,6,1,0,-6,11,-13,0,26
1584990411.464583,21,8,8,7,0,-20,2,63
1584990411.464583,-2,-6,3,-10,-72,4,30,-84
1584990411.4796152,-7,-1,2,7,-24,61,-5,-36
1584990411.4796152,-3,2,1,-17,18,-65,36,-15
1584990411.4814374,-12,2,-9,8,-128,79,-48,19
1584990411.4814374,32,21,15,41,111,127,107,101
1584990411.5023744,17,-5,-8,-35,33,91,-38,4
1584990411.5023744,13,-4,3,-6,-128,-128,-98,34
1584990411.504048,46,7,6,11,-14,32,-52,57
1584990411.504048,-42,3,4,25,83,56,7,1
1584990411.5159004,20,0,-4,5,103,94,21,3
1584990411.5159004,8,11,13,23,126,127,20,60
1584990411.5245776,-33,-24,-24,-108,-75,-112,-55,-128
1584990411.5245776,7,3,3,23,127,-38,-5,5
1584990411.5395806,6,-21,-21,0,95,-26,3,6
1584990411.5395806,-30,-10,-10,-113,-128,-32,-22,-78
1584990411.5412426,15,19,9,115,127,26,94,40
1584990411.5412426,-23,-8,2,-47,-128,83,-61,-100
1584990411.5627127,54,24,7,-109,-128,23,60,84
1584990411.5627127,-12,-5,-3,127,24,7,-46,-55
1584990411.564412,-86,-18,-8,53,-106,127,-2,76
1584990411.564412,9,5,6,10,115,127,106,-17
1584990411.5758255,112,3,-17,-17,104,127,49,127
1584990411.5758255,-30,1,13,14,127,111,-80,-121
1584990411.5845995,-3,17,27,39,127,127,78,-13
1584990411.5845995,97,-2,-31,-70,127,127,44,57
1584990411.599583,-83,-17,8,2,6,-128,9,-10
1584990411.599583,15,19,9,-102,-15,127,34,18
1584990411.6013992,-15,-8,-5,77,127,-52,38,0
1584990411.6013992,29,17,17,50,-65,-31,-57,14
1584990411.6223862,41,2,-1,18,127,9,50,53
1584990411.6223862,-5,-7,-1,-25,40,43,17,-18
1584990411.623741,-23,3,13,28,-128,-27,9,3
1584990411.623741,6,2,-8,-86,127,-40,-47,-4
1584990411.637046,1,3,6,23,30,-46,-7,20
1584990411.637046,26,19,17,41,70,127,113,61
1584990411.6446855,9,2,7,-26,-56,-94,-43,-6
1584990411.6446855,-5,-8,-6,-30,-37,-128,-108,-34
1584990411.6582747,-59,0,0,14,6,118,41,78
1584990411.6582747,20,14,9,19,-128,70,6,2
1584990411.6671357,39,19,10,-71,69,7,-40,89
1584990411.6671357,-97,6,14,-41,-128,-50,20,-21
1584990411.6827803,22,-16,0,-21,43,36,-63,21
1584990411.6827803,32,-5,5,-128,-123,-44,-44,-24
1584990411.6844773,41,10,-4,-21,-75,-128,-34,53
1584990411.6844773,20,4,2,38,-47,-10,47,30
1584990411.69588,17,8,6,29,-128,-90,-47,-8
1584990411.69588,36,7,8,-35,-25,-56,-12,25
1584990411.7046378,-24,-3,4,-100,97,-48,-26,29
1584990411.7046378,-38,3,18,23,17,60,-1,-80
1584990411.7195406,-11,-11,-2,101,127,84,-17,-36
1584990411.7195406,1,0,-2,-20,-105,-40,-40,17
1584990411.721109,-12,2,1,-11,-37,88,2,-23
1584990411.721109,5,10,6,-9,-51,-14,48,17
1584990411.742411,5,4,5,7,44,38,-47,93
1584990411.742411,68,14,5,-29,-17,75,8,44
1584990411.744466,6,-6,-5,2,-13,36,0,49
1584990411.744466,-124,-23,-9,3,75,-10,-17,-98
1584990411.755885,13,5,-4,1,-11,-16,-4,36
1584990411.755885,38,11,8,-61,46,-3,19,41
1584990411.7721028,35,2,-6,-20,127,-23,16,8
1584990411.7721028,11,-2,1,54,25,119,39,51
1584990411.7795837,-10,3,3,68,-61,26,13,-36
1584990411.7795837,25,4,-10,-22,-18,-29,-39,36
1584990411.781326,-17,-9,-2,-12,0,-30,-4,-33
1584990411.781326,2,4,5,66,3,-8,-6,-4
1584990411.802405,1,1,-4,-17,43,-27,-39,-9
1584990411.802405,4,5,3,-18,-5,34,60,7
1584990411.8042858,4,-1,-2,-3,-3,71,-29,14
1584990411.8042858,-5,1,0,9,121,-21,-38,-6
1584990411.8159,-8,1,-2,2,-7,-14,-6,-38
1584990411.8159,-2,0,-3,-4,-13,12,-9,7
1584990411.8246028,-7,-6,-1,2,-2,-8,33,-8
1584990411.8246028,3,1,0,-6,-8,-5,0,-9
1584990411.83955,-1,5,5,6,-17,5,13,1
1584990411.83955,0,1,3,1,1,-1,15,23
1584990411.8409557,2,-1,-4,17,13,30,5,-4
1584990411.8409557,3,-5,0,0,0,0,0,-3
1584990411.862373,1,2,-4,-4,-1,-4,-1,1
1584990411.862373,-2,-4,-3,-2,-2,-2,-1,-1
1584990411.8642159,2,-4,5,-1,1,-4,-2,-1
1584990411.8642159,-5,-1,-4,-4,2,-1,-1,3
1584990411.8758602,21,5,1,-2,10,6,1,13
1584990411.8758602,39,21,17,2,-1,1,4,10
1584990411.884581,-51,-5,-4,1,-1,-3,-6,-12
1584990411.884581,-59,-20,-21,-8,-5,-2,-5,-14
1584990411.8995671,6,0,8,1,-4,-1,-3,12
1584990411.8995671,35,17,8,1,0,1,2,7
1584990411.9013753,27,0,-4,3,-2,1,3,6
1584990411.9013753,16,-4,-10,-6,-1,0,0,5
1584990411.9223258,-1,-7,-5,1,0,-4,-2,-1
1584990411.9223258,-6,11,3,2,8,3,3,-1
1584990411.9238377,3,5,5,-4,0,1,-2,0
1584990411.9238377,-4,-3,0,4,1,-3,-2,-3
1584990411.9358773,-3,-5,-2,0,4,2,0,2
1584990411.9358773,0,-5,-4,-4,-1,-4,-1,-3
1584990411.9446485,-5,0,-3,-5,0,-4,-3,-4
1584990411.9446485,3,-7,-6,-6,-2,-1,0,-2
1584990411.9595842,-1,3,2,3,1,-1,0,-1
1584990411.9595842,-1,-2,-6,-1,0,0,-1,-1
1584990411.9671764,-3,3,6,-2,0,1,-3,-1
1584990411.9671764,5,-6,5,-3,2,2,-1,4
1584990411.982123,11,10,3,2,-1,-6,-3,1
1584990411.982123,-15,-5,-8,-2,5,-1,1,4
1584990411.9841099,2,-3,2,-3,-1,-2,-1,1
1584990411.9841099,-24,17,3,1,-2,2,-2,-5
1584990412.0045662,-14,1,-5,-3,0,2,2,1
1584990412.0045662,19,0,-3,0,0,-5,-3,-1
1584990412.006345,5,-2,8,-3,-3,1,-2,0
1584990412.006345,23,0,-1,-3,2,1,-2,6
1584990412.019615,4,-13,2,0,-2,-2,0,4
1584990412.019615,-20,0,0,2,-2,-3,-2,-3
1584990412.0214398,-10,-3,-3,0,1,1,-6,-2
1584990412.0214398,8,-1,-8,-4,-2,-2,-3,1
1584990412.041209,16,2,-1,3,0,-2,0,5
1584990412.041209,-42,-7,1,0,-6,1,0,-9
1584990412.0495787,4,-5,-6,-3,-1,1,-2,7
1584990412.0495787,-5,-10,-2,-1,3,2,2,4
1584990412.0648158,-15,-6,-7,-2,1,-3,-1,-9
1584990412.0648158,3,-11,-3,2,0,0,1,1
1584990412.0673084,-6,14,19,5,3,0,0,-1
1584990412.0673084,8,3,-9,-2,-2,-1,-1,1
1584990412.0784438,27,-5,-8,0,0,0,2,11
1584990412.0784438,11,10,8,4,0,-4,-2,0
1584990412.0871003,-47,-6,-6,-4,0,1,0,15
1584990412.0871003,2,-12,-11,-4,-1,-3,-6,-42
1584990412.1021981,-10,3,12,2,-1,1,-3,-10
1584990412.1021981,2,21,18,3,-1,3,4,12
1584990412.104113,16,-3,-7,-1,0,-1,4,14
1584990412.104113,40,-1,-4,-3,0,1,3,9
1584990412.1245673,-15,-16,-4,-4,-3,-1,3,8
1584990412.1245673,-3,13,1,0,-1,-3,0,20
1584990412.1259367,-36,2,7,5,6,1,-1,-16
1584990412.1259367,-64,-18,-9,-6,-7,-6,-11,-48
1584990412.1382217,7,5,2,1,-3,0,1,-4
1584990412.1382217,30,6,-6,-3,0,-2,2,17
1584990412.1545858,12,-2,1,7,1,2,4,26
1584990412.1545858,80,0,3,-2,6,2,5,5
1584990412.1621413,-8,43,9,4,-1,-4,4,12
1584990412.1621413,10,1,1,2,-3,-1,0,25
1584990412.1640224,-128,-49,-8,-5,0,-5,-16,-87
1584990412.1640224,6,-3,-11,-5,-5,0,-9,-42
1584990412.1845622,49,-6,-4,6,-1,2,7,17
1584990412.1845622,11,28,12,2,-1,-1,5,9
1584990412.186421,-11,8,16,-1,-2,-5,-2,-6
1584990412.186421,6,5,-4,-1,2,4,2,8
1584990412.1984222,-3,2,2,-1,1,-4,-3,-16
1584990412.1984222,-17,-8,-10,0,0,0,-1,7
1584990412.2070544,17,-8,-6,-3,-4,1,-2,6
1584990412.2070544,0,-2,3,2,0,0,0,13
1584990412.2222977,-23,0,0,1,-1,1,2,-2
1584990412.2222977,19,0,-3,-1,0,0,-1,29
1584990412.2241483,-10,-4,-1,-1,-4,0,-2,-29
1584990412.2241483,-55,-19,-7,-1,-4,-3,-8,-20
1584990412.243951,7,29,4,1,3,2,2,24
1584990412.243951,99,3,-1,-2,1,-1,2,5
1584990412.2452476,-42,14,15,7,5,7,9,3
1584990412.2452476,-24,-15,-8,-2,0,-2,-8,12
1584990412.266343,17,-9,-7,-7,-4,-7,-8,-30
1584990412.266343,2,-1,-6,-1,-1,-1,3,-21
1584990412.2672448,1,7,3,-2,1,1,5,28
1584990412.2672448,65,29,14,7,5,5,10,8
1584990412.2813296,-103,-33,-6,-7,-9,-1,-7,-27
1584990412.2813296,-4,-16,-10,-7,-8,-5,-10,1
1584990412.2822633,9,10,3,0,2,1,3,-2
1584990412.2822633,20,0,-1,2,5,5,4,11
1584990412.3040333,6,3,5,3,4,6,-1,6
1584990412.3040333,-3,6,5,0,3,4,3,10
1584990412.3054173,-2,-7,-6,-1,-5,-2,-2,-4
1584990412.3054173,-9,-8,-6,-3,-3,2,3,25
1584990412.3281457,-2,0,-3,0,0,-3,-18,-40
1584990412.3281457,3,3,2,1,-4,0,1,5
1584990412.3293803,-40,-4,0,0,-4,-7,-1,8
1584990412.3293803,45,0,0,1,1,7,4,2
1584990412.3413527,-10,-5,4,-2,-1,5,-4,-3
1584990412.3413527,-88,-2,-2,-4,-1,-4,-1,-22
1584990412.3422832,34,3,3,8,4,-3,4,15
1584990412.3422832,16,-3,-3,-2,1,6,5,3
1584990412.363838,8,-9,-6,-5,0,0,-2,-12
1584990412.363838,57,8,-2,0,-3,-2,3,-20
1584990412.3652036,-91,-10,3,-1,5,2,-7,-22
1584990412.3652036,3,8,8,-2,-3,-2,1,8
1584990412.386346,6,-4,-9,-4,-2,-1,3,10
1584990412.386346,31,1,2,-1,-1,1,-1,1
1584990412.3876204,-1,4,3,2,0,0,2,9
1584990412.3876204,-8,-5,-3,-3,2,-2,-1,5
1584990412.401362,20,1,2,3,1,-5,-2,9
1584990412.401362,-4,2,-4,0,-3,10,-4,-14
1584990412.4022868,-44,-11,-8,-1,-5,2,0,-8
1584990412.4022868,0,1,1,0,3,0,2,6
1584990412.4239354,18,0,5,2,1,-5,4,-3
1584990412.4239354,14,7,-8,-3,-1,-2,-4,-1
1584990412.425251,18,-2,1,0,-2,2,0,4
1584990412.425251,-42,1,13,2,2,-2,2,6
1584990412.446349,14,1,-5,0,-5,-3,1,-10
1584990412.446349,-55,-14,-8,-6,-8,-5,-9,-33
1584990412.4472737,-41,-5,-5,-4,0,2,3,-4
1584990412.4472737,99,2,-1,-1,2,-2,4,20
1584990412.46129,-65,4,2,2,1,0,6,3
1584990412.46129,-39,0,2,-5,-8,-2,-3,-19
1584990412.4621851,10,-1,-4,-4,9,3,-5,-8
1584990412.4621851,-10,-9,-6,1,0,-4,-1,-12
1584990412.4840305,11,11,12,2,20,0,5,16
1584990412.4840305,2,2,-7,-2,-6,0,4,10
1584990412.4852388,-5,-4,-3,1,-2,-2,-5,2
1584990412.4852388,3,-1,-1,0,-5,0,-2,-7
1584990412.507033,1,-3,-2,-3,-4,-1,-3,4
1584990412.507033,-4,0,-1,1,-3,2,0,4
1584990412.5082946,-2,-2,5,-2,-1,1,-1,6
1584990412.5082946,0,1,-3,5,-1,-1,-2,-12
1584990412.5213764,-1,1,6,1,-1,1,2,2
1584990412.5213764,-6,0,1,0,0,-1,1,-17
1584990412.522327,-7,2,-6,-2,1,0,-7,-5
1584990412.522327,17,5,5,0,2,-1,5,5
1584990412.543913,38,2,-2,-1,-2,0,-3,14
1584990412.543913,-2,-11,-6,-1,1,-4,-6,15
1584990412.5452933,36,-2,-1,-6,1,-1,4,12
1584990412.5452933,-32,-2,4,3,2,-6,-3,-8
1584990412.5669854,4,1,2,2,8,3,7,17
1584990412.5669854,-42,-7,-6,5,0,1,-5,-15
1584990412.5677752,72,10,5,-8,0,0,6,29
1584990412.5677752,-91,-16,-5,-2,-6,-5,-2,-11
1584990412.5813909,12,-1,-4,4,2,0,7,10
1584990412.5813909,44,8,6,8,2,2,3,14
1584990412.5823684,11,-8,3,-1,2,-1,4,-17
1584990412.5823684,-42,-9,-8,-2,0,2,-4,6
1584990412.6043932,27,-3,-8,-2,-1,-2,-4,3
1584990412.6043932,12,11,11,3,-1,0,0,10
1584990412.6057456,4,4,8,4,1,-1,0,-18
1584990412.6057456,-13,-16,-15,-5,-1,-5,-2,2
1584990412.626991,11,-1,0,0,-2,1,2,-6
1584990412.626991,6,7,-3,-1,-4,-3,1,-5
1584990412.6283,-5,-7,-6,-9,-3,2,0,2
1584990412.6283,-4,-2,0,4,2,4,1,16
1584990412.641327,14,15,23,6,2,-1,1,-2
1584990412.641327,12,-8,-8,-4,2,0,1,6
1584990412.6422164,-33,-11,-12,-2,-4,-2,-2,-15
1584990412.6422164,41,6,6,2,-2,0,4,11
1584990412.6639338,-29,-2,-3,1,-2,-3,1,-21
1584990412.6639338,42,9,-1,2,-4,-3,-3,7
1584990412.6648605,-44,-8,-5,-1,-1,5,-5,-9
1584990412.6648605,-20,2,5,0,3,3,3,11
1584990412.6870217,33,5,7,3,0,2,1,-13
1584990412.6870217,-7,0,-7,-1,-4,-2,-1,12
1584990412.6883698,19,-4,-3,-2,1,-5,3,-5
1584990412.6883698,-9,-5,-5,-3,-2,0,1,3
1584990412.701371,12,14,9,4,4,-1,2,21
1584990412.701371,-12,-1,2,-3,-1,0,-4,-9
1584990412.7022994,-7,-7,-5,-2,-3,-5,-5,-3
1584990412.7022994,1,3,6,1,0,2,1,7
1584990412.7238238,-19,3,0,3,1,1,-1,-2
1584990412.7238238,20,1,-3,-4,-6,1,2,8
1584990412.7248037,-5,-3,-3,-3,2,0,2,3
1584990412.7248037,21,1,2,2,4,0,-3,1
1584990412.7536016,-16,-3,-1,-1,-2,3,0,-12
1584990412.7536016,25,3,3,-1,0,0,0,16
1584990412.7611072,-1,0,3,4,0,-1,-3,-14
1584990412.7611072,14,2,3,0,-1,-1,-3,5
1584990412.7709255,56,8,4,-1,1,0,3,16
1584990412.7709255,-22,-3,-8,2,-4,-2,-1,-9
1584990412.7721913,31,-3,-2,2,-5,-2,-3,-1
1584990412.7721913,-7,-2,-1,-1,-2,0,1,8
1584990412.783931,4,0,3,2,0,-2,1,7
1584990412.783931,-24,-1,0,0,1,6,-5,-41
1584990412.7852304,10,0,0,0,-3,3,6,-1
1584990412.7852304,1,-4,-4,-2,-3,-2,0,7
1584990412.8070288,12,3,-1,0,-4,-4,-1,3
1584990412.8070288,4,4,2,15,7,-3,-1,-1
1584990412.8079512,-19,-10,-8,-28,-6,1,2,-1
1584990412.8079512,3,-7,1,3,1,-3,-2,-7
1584990412.821391,9,9,3,3,1,0,-1,2
1584990412.821391,-22,1,1,4,-1,-3,-3,-13
1584990412.8224893,24,0,-5,-1,0,-1,2,2
1584990412.8224893,-20,-14,-6,-5,-3,3,1,14
1584990412.843942,-78,-7,-4,-1,-3,-6,-10,-24
1584990412.843942,3,1,-7,-1,-1,-3,-2,-6
1584990412.8452277,3,-3,4,0,0,0,2,2
1584990412.8452277,2,4,7,0,2,2,0,5
1584990412.8670695,4,-2,-2,1,4,-1,3,2
1584990412.8670695,-1,-3,-4,-4,-1,-7,-2,0
1584990412.867997,-5,0,1,9,-1,3,4,1
1584990412.867997,2,-3,5,-12,-2,0,-1,2
1584990412.8817985,-3,7,3,3,1,17,4,6
1584990412.8817985,-3,-2,-5,-4,-7,-33,-5,-17
1584990412.8831131,4,0,-6,6,3,-2,0,3
1584990412.8831131,-3,2,0,-9,-2,5,0,4
1584990412.9038959,8,2,7,4,0,12,2,2
1584990412.9038959,2,-2,-3,5,-1,-22,-4,3
1584990412.9052215,34,-1,-1,-1,0,1,1,8
1584990412.9052215,0,-6,-3,-7,-3,-2,-2,-3
1584990412.9270043,-4,-2,-9,-4,1,-1,-1,7
1584990412.9270043,-1,3,12,5,-4,-4,-1,-28
1584990412.927944,4,5,6,-1,8,3,5,1
1584990412.927944,6,3,2,-1,-6,-15,-1,3
1584990412.9413345,-9,-1,-2,-3,0,5,-3,5
1584990412.9413345,14,0,-5,1,-2,-2,0,-1
1584990412.9423506,16,-4,-2,1,-1,-3,1,4
1584990412.9423506,-20,-1,0,-4,-2,-2,-2,-5
1584990412.9638538,4,4,4,12,-1,-1,-1,-3
1584990412.9638538,6,3,-1,-10,0,0,1,4
1584990412.9652967,6,2,4,4,3,-3,1,4
1584990412.9652967,4,-1,-1,-4,2,1,2,4
1584990412.986987,3,3,-2,-1,4,8,-2,2
1584990412.986987,0,2,0,3,2,-8,13,-6
1584990412.9882393,1,-1,-3,-6,-6,-2,7,-3
1584990412.9882393,10,0,-4,-2,7,51,7,5
1584990413.0013056,26,4,-4,-5,-11,-31,-2,12
1584990413.0013056,-35,5,6,5,-2,6,3,-18
1584990413.0021272,3,-16,-7,-4,-1,-15,6,-31
1584990413.0021272,-2,-5,-3,0,-7,2,50,4
1584990413.0238128,33,16,8,11,7,32,14,40
1584990413.0238128,12,2,-6,-3,-18,-51,35,-48
1584990413.0252144,0,-6,-3,-2,4,53,12,18
1584990413.0252144,-7,-14,-6,-13,-22,-93,0,-20
1584990413.0477555,19,5,-3,1,11,50,17,34
1584990413.0477555,-50,-3,1,-1,-8,-39,-3,-28
1584990413.0490856,20,-1,-1,-2,4,-4,17,-7
1584990413.0490856,21,7,2,1,3,18,8,13
1584990413.0613573,22,9,-1,1,-6,1,11,25
1584990413.0613573,1,1,-1,1,-1,-3,-1,-16
1584990413.062387,3,-3,-1,-1,1,-2,-2,5
1584990413.062387,4,-5,-3,-1,2,0,-5,8
1584990413.0838568,-3,0,-1,-3,0,11,-3,5
1584990413.0838568,-4,4,3,13,-2,-60,-11,-3
1584990413.0852313,-5,3,1,-10,-7,-12,-4,18
1584990413.0852313,-6,-2,-1,-1,0,4,2,-11
1584990413.1145406,17,0,-1,2,1,18,-3,-19
1584990413.1145406,-2,3,-4,3,-2,-32,-8,17
