timestamp,ca1,ca2,ca3
1584990353.1829007,5.723426996152592,7.643439694773027,26.120983752366936
1584990353.1829007,5.647757826316183,7.334749952242605,26.002330665978114
1584990353.1921933,5.590237472792226,7.3427408252655555,25.83995371709695
1584990353.1921933,5.336787982689791,7.4352847996736475,25.829767695585865
1584990353.206461,4.647683821656211,7.367730671104758,25.635809922617607
1584990353.206461,4.392998424629811,7.391655532359884,25.575244092952005
1584990353.2089727,4.181395675107593,7.38134710258983,25.543690360959392
1584990353.2089727,4.133766040987239,7.329015005679352,25.545555145622032
1584990353.2294028,4.143682368994684,7.088868004229865,25.578583240622198
1584990353.2294028,4.148515954059492,6.870799262767858,25.585566142181143
1584990353.230885,3.706961340373516,6.932939627538762,25.591298554046528
1584990353.230885,3.4192878128768975,6.92110936785,25.59160733922925
1584990353.2427886,3.4054246567542203,6.862596540220367,25.51245886839606
1584990353.2427886,3.3776728139015977,6.712840956985992,25.533389558135095
1584990353.251463,3.2449118526878045,6.718194288351024,25.543951736662766
1584990353.251463,3.1892013616307473,6.731131401761534,25.466892887720167
1584990353.2664077,2.9104734368556233,6.789999796839178,25.430215601703527
1584990353.2664077,2.922467988649949,6.777852940364939,25.395145745351375
1584990353.267988,2.98001220359185,6.713533027693645,25.331275893269922
1584990353.267988,2.793113442340657,6.727558542398334,25.32676315722026
1584990353.2890427,2.8284584235053294,6.636154803377843,25.299065658557478
1584990353.2890427,2.740574701811878,6.612238679033067,25.298802728223805
1584990353.2951245,2.5704339374878704,6.588835484134287,25.30165015029684
1584990353.2951245,2.4230412062881386,6.63891666895225,25.274494442079742
1584990353.302652,2.433614475842213,6.570800211503658,25.265807126171186
1584990353.302652,2.4454808958685423,6.391151502060727,25.29282769805707
1584990353.3115213,2.418523120350628,6.378747544353751,25.293290905450977
1584990353.3115213,2.4477407787080887,6.355281064910049,25.26042176509241
1584990353.326528,2.397165205474805,6.346108290160245,25.252722963885883
1584990353.326528,2.326850352295588,6.274651020000833,25.264881706003145
1584990353.328258,2.2827285621999653,6.263781244748811,25.245303239046628
1584990353.328258,2.1213717176995983,6.2700384416842265,25.229964400124626
1584990353.3491035,2.0767822419070407,6.284051990461617,25.203003885428902
1584990353.3491035,2.057236159503104,6.199572760707677,25.187704187216138
1584990353.3504405,1.8516886056488322,6.227445217526066,25.120271005844476
1584990353.3504405,1.7644583154136777,6.220361335460321,25.121319465868904
1584990353.3626962,1.6464824714815403,6.261911474464113,25.078516146279938
1584990353.3626962,1.4881000378437632,6.2937085023700545,25.04723533403459
1584990353.372201,1.4892444942524175,6.261060140349735,25.048612703862947
1584990353.372201,1.5203936299321206,6.256305545551228,24.987934496231052
1584990353.3857832,1.5837466886130052,6.262954882383915,24.882164178501725
1584990353.3857832,1.7143635842106157,6.195228079389209,24.72433059483691
1584990353.386682,1.816599821119003,6.121350262704713,24.612239371802932
1584990353.386682,2.0287347030175935,6.071084566915536,24.268207349602946
1584990353.40826,1.9654750558698877,6.068082527311035,24.26037716924517
