timestamp,ca1,ca2,ca3
1583443836.4862897,5.35147702195885,5.252225919668607,21.670295199234662
1583443836.4862897,2.119977494489505,5.2966902874231305,21.58284293759169
1583443836.4979649,1.4159607849327103,5.338448814091901,21.590724830330686
1583443836.4979649,1.4743814537371454,3.1120622691753463,22.069013010345284
1583443836.5017555,1.5769881774020342,2.6586450195767974,21.777100342417373
1583443836.5017555,2.061584457028866,-0.08534109926927516,22.21678101463008
1583443836.5116,2.423763759975648,-1.4534804688334715,22.460124640790887
1583443836.5116,2.1763573359254327,-2.893063197700053,22.347322840845795
1583443836.5218008,3.273218514158357,-6.987438377560005,22.172160171509272
1583443836.5218008,3.1909815396367924,-7.08088694832849,22.175364021867743
1583443836.534464,3.881025394087262,-9.258351094135797,22.47146844214752
1583443836.534464,3.275271774237933,-9.10330980001398,22.355736508854093
1583443836.5449471,3.594290233080845,-10.003808611911413,22.47074647944176
1583443836.5449471,3.635695209713506,-10.490397041354955,22.533733391249555
1583443836.5586975,3.6725535520417645,-10.650967113415943,22.47832817506082
1583443836.5586975,3.4511420959086117,-10.690186980586743,22.476066981193583
1583443836.5659943,2.008735422007711,-11.046875053055615,22.60347357317361
1583443836.5659943,-1.0345511262436071,-9.882788794873248,22.469130832937857
1583443836.5721428,-4.594940643874675,-8.934971243067123,22.355503392135688
1583443836.5721428,-4.698079727045301,-9.091539714048258,22.32270716355529
1583443836.5815158,-5.360740797719481,-8.906578411955671,22.243593554574197
1583443836.5815158,-8.921590837221137,-7.581147451895109,22.11659049421732
1583443836.5945435,-11.536144028823012,-6.626017057271632,21.975438874638826
1583443836.5945435,-12.672667719164231,-6.561901007647309,21.88735151727643
1583443836.6046536,-13.116749991980074,-6.726824013088706,21.93389025846588
1583443836.6046536,-14.11927490431297,-6.470101358927601,21.586928257936403
1583443836.6184556,-14.031964730933858,-6.7113139217842415,21.465647950696248
1583443836.6184556,-13.671709934788161,-9.330922077218727,22.03464038969903
1583443836.6249545,-13.870588807634899,-10.985727915815492,22.44687359025937
1583443836.6249545,-14.122437895258441,-10.973911028436312,22.362859416278543
1583443836.6317418,-14.140313704877881,-11.047807119932516,22.355659581871546
1583443836.6317418,-14.371240661747022,-11.02230483396334,22.351697229704456
1583443836.6411343,-14.431434226397329,-11.035737105724339,22.352319754737415
1583443836.6411343,-14.505099382756907,-11.077567972789625,22.353003160466788
1583443836.654471,-14.490715284706296,-11.35561437043145,22.360854017255182
1583443836.654471,-14.652330221106254,-11.69508547391727,22.328223535241364
1583443836.6644404,-14.683020541971054,-11.709400907665437,22.26964052067501
1583443836.6644404,-14.69884900810476,-13.527711744956838,22.074382613272107
1583443836.678618,-14.651084096332475,-13.573967655866761,21.950650488739896
1583443836.678618,-14.999675609363086,-13.550071811733453,21.790199183265628
1583443836.6850133,-15.361663019508713,-13.997097795227454,21.848082379181296
1583443836.6850133,-15.379786880187797,-14.0122136644487,21.838097874257183
1583443836.6912353,-15.36593389638196,-14.042230503157835,21.824353387568415
1583443836.6912353,-15.389048946333427,-14.036808474521683,21.74081094743641
1583443836.700347,-15.367668429002558,-14.156607329528514,21.742437884517905
1583443836.700347,-17.037897664037008,-14.538667678911594,21.02886408371635
1583443836.7141287,-17.133919840427208,-14.509456430766802,20.7849680207385
1583443836.7141287,-17.123274988941084,-14.589301649129292,20.784540377297898
1583443836.7239716,-17.210803121059282,-14.941843236875748,20.845434046503886
1583443836.7239716,-17.240834888607345,-14.81700926084278,21.0257815136677
1583443836.7378364,-17.113640339005677,-15.470453673839517,21.031462155624983
1583443836.7378364,-16.983541949344797,-15.501066180495775,20.96903369413614
1583443836.7444572,-16.894402519520003,-16.75061326093338,21.164641283343293
1583443836.7444572,-16.428502645829283,-19.443709110844345,21.600448390458084
1583443836.7605135,-17.230536539823508,-22.053905589637196,21.77871936015757
1583443836.7605135,-17.149553790122113,-26.07338633943176,22.52878531881991
1583443836.7658572,-17.777505463426227,-30.21984658582207,23.058926312933348
1583443836.7658572,-17.684171560402195,-37.21335171382812,24.78074058952602
1583443836.7747133,-16.310309608158022,-40.96808316753145,24.274615235648877
1583443836.7747133,-19.026447076023086,-47.042838338466765,25.734642361241413
1583443836.7847202,-18.173329130841008,-52.63286751827796,25.417870551125976
1583443836.7847202,-18.731853449409975,-54.9499442219467,25.967894425725472
1583443836.7978687,-23.33853854212737,-56.710294255059026,26.541969655027586
1583443836.7978687,-20.141243138922242,-60.00984249294789,21.98531892018951
1583443836.8045464,-20.26233227617035,-62.78954864016078,20.155027882233735
1583443836.8045464,-20.62411998558023,-63.29307944229356,18.871269222697126
1583443836.820744,-22.76134572403836,-66.89572548910202,17.32950893396715
1583443836.820744,-20.51039005259499,-70.82478296291782,17.901848912818668
1583443836.8268511,-21.25557986793964,-72.66035959753458,18.035261684159813
1583443836.8268511,-22.284619144567298,-74.3030491069469,18.280416475188254
1583443836.8345468,-20.517611841346607,-75.41944447781232,18.217892196068274
1583443836.8345468,-18.920694362552872,-78.56228368084012,18.73543363220715
1583443836.8443732,-18.02143552926852,-81.87206748439255,19.29121896863632
1583443836.8443732,-18.552781585068374,-84.69845438320472,19.937922978809247
1583443836.8577416,-19.109012717604738,-86.59630287874434,20.38838867241558
1583443836.8577416,-19.626025270032034,-88.57796428125027,20.307932798536243
1583443836.8644826,-20.12909075697316,-87.9439233153664,19.00189392472721
1583443836.8644826,-19.943020645420095,-89.926359949417,19.42370367599316
1583443836.8804324,-19.79676562099503,-91.57625053141982,19.640128687163756
1583443836.8804324,-22.46265435828846,-95.31616527798477,20.150495287632168
1583443836.8858118,-22.708165840621756,-96.27946228135951,20.285901582277297
1583443836.8858118,-22.90400674377075,-97.41019065757406,20.323551892230466
1583443836.8945687,-23.181959550283405,-97.5510399058541,20.300056853874768
1583443836.8945687,-23.261799554071445,-97.8652976237873,20.374393920577887
